"msgid","msgstr"
"Automated Message","رسالة آلية"
"Automatic","تلقائي"
"Automatic Linking can be activated only for one Email Account.","يمكن تنشيط الربط التلقائي فقط لحساب بريد إلكتروني واحد."
"Automatic Linking can be activated only if Incoming is enabled.","لا يمكن تنشيط الربط التلقائي إلا إذا تم تمكين الوارد."
"Automatically Assign Documents to Users","تعيين المستندات تلقائيًا للمستخدمين"
"Automatically applied a filter for recent data. You can disable this behavior from the list view settings.","تم تطبيق عامل تصفية للبيانات الحديثة تلقائيًا. يمكنك تعطيل هذا السلوك من إعدادات عرض القائمة."
"Automatically delete account within (hours)","حذف الحساب تلقائيًا خلال (ساعات)"
"Automation","التشغيل الآلي"
"Avatar","الصورة الرمزية"
"Average","معدل"
"Average of {0}","متوسط {0}"
"Avoid dates and years that are associated with you.","تجنب التواريخ والسنوات التي ترتبط معك."
"Avoid recent years.","تجنب السنوات الأخيرة."
"Avoid sequences like abc or 6543 as they are easy to guess","تجنب تسلسل مثل abc أو 6543 كما أنها سهلة لتخمين"
"Avoid years that are associated with you.","تجنب السنوات التي ترتبط معك."
"Awaiting Password","في انتظار كلمة المرور"
"Awaiting password","في انتظار كلمة المرور"
"Awesome Work","عمل رائع"
"Awesome, now try making an entry yourself","رائع، الآن حاول إجراء إدخال بنفسك"
"B","مليار"
"B0","B0"
"B1","B1"
"B10","B10"
"B2","B2"
"B3","B3"
"B4","B4"
"B5","B5"
"B6","B6"
"B7","B7"
"B8","B8"
"B9","B9"
"BCC","نسخة مخفية"
"BCC","نسخة مخفية"
"Back","رجوع"
"Back to Desk","العودة الى المكتب"
"Back to Home","العودة إلى المنزل"
"Back to Login","العودة إلى تسجيل الدخول"
"Background Color","لون الخلفية"
"Background Image","صورة الخلفية"
"Background Jobs","خلفية عن الخبرات السابقة"
"Background Jobs Check","فحص مهام الخلفية"
"Background Jobs Queue","قائمة انتظار مهام الخلفية"
"Background Print (required for >25 documents)","طباعة في الخلفية (مطلوبة لأكثر من 25 مستندًا)"
"Background Workers","قائمة العمليات"
"Backing up Data.","جاري نسخ البيانات احتياطيًا."
"Backing up to Google Drive.","النسخ الاحتياطي إلى Google Drive."
"Backup","النسخ الاحتياطي"
"Backup Details","تفاصيل النسخ الاحتياطي"
"Backup Encryption Key","مفتاح تشفير النسخ الاحتياطي"
"Backup Files","ملفات النسخ الاحتياطي"
"Backup Folder ID","معرف مجلد النسخ الاحتياطي"
"Backup Folder Name","اسم مجلد النسخ الاحتياطي"
"Backup Frequency","معدل النسخ الاحتياطي"
"Backup Path","مسار النسخ الاحتياطي"
"Backup job is already queued. You will receive an email with the download link","وظيفة النسخ الاحتياطي بالفعل في قائمة الانتظار. سوف تتلقى رسالة بريد إلكتروني مع رابط التحميل"
"Backup public and private files along with the database.","النسخ الاحتياطي للملفات العامة والخاصة مع قاعدة البيانات."
"Backups","النسخ الاحتياطية"
"Backups (MB)","النسخ الاحتياطية (ميجابايت)"
"Bad Cron Expression","تعبير Cron غير صالح"
"Banker's Rounding","تقريب المصرفيين"
"Banker's Rounding (legacy)","تقريب المصرفيين (قديم)"
"Banner","الترويسة"
"Banner HTML","راية HTML"
"Banner Image","راية صورة"
"Banner is above the Top Menu Bar.","راية فوق أعلى شريط القوائم."
"Bar","شريط"
"Barcode","الرمز الشريطي"
"Base Distinguished Name (DN)","قاعدة الاسم المميز (DN)"
"Base URL","الرابط الأساسي"
"Based On","وبناء على"
"Based on Field","على أساس الميدان"
"Based on Permissions For User","اعتماداً على صلاحيات المستخدم"
"Basic","الأساسي"
"Basic Info","معلومات أساسية"
"Before","قبل"
"Before Cancel","قبل الإلغاء"
"Before Delete","قبل الحذف"
"Before Discard","قبل التجاهل"
"Before Insert","قبل إدراج"
"Before Print","قبل الطباعة"
"Before Rename","قبل إعادة التسمية"
"Before Save","قبل الحفظ"
"Before Save (Submitted Document)","قبل الحفظ (المستند المقدم)"
"Before Submit","قبل إرسال"
"Before Validate","قبل التحقق"
"Beginner","مبتدئ"
"Beginning with","بداية من"
"Beta","بيتا"
"Better add a few more letters or another word","من الأفضل إضافة بضعة أحرف أو كلمة أخرى"
"Between","ما بين"
"Billing","الفواتير"
"Billing Contact","جهة اتصال الفوترة"
"Binary Logging","تسجيل ثنائي"
"Bio","نبذة"
"Birth Date","تاريخ الميلاد"
"Blank Template","نموذج فارغ"
"Block Module","كتلة الوحدة"
"Block Modules","كتلة وحدات"
"Blocked","محجوب"
"Blog","مدونة"
"Blog Category","تصنيف المدونة"
"Blog Intro","بدايه المدونه"
"Blog Introduction","مقدمة المدونه"
"Blog Post","منشور المدونه"
"Blog Settings","إعدادات المدونه"
"Blog Title","عنوان المدونه"
"Blogger","مدون"
"Blue","أزرق"
"Bold","بالخط العريض"
"Bot","آلي"
"Both DocType and Name required","كلا DOCTYPE واسم المطلوبة"
"Both login and password required","مطلوب كل من تسجيل الدخول وكلمة المرور"
"Bottom","الأسفل"
"Bottom Center","أسفل الوسط"
"Bottom Left","أسفل اليسار"
"Bottom Right","أسفل اليمين"
"Bounced","وثب"
"Brand","العلامة التجارية"
"Brand HTML","العلامة التجارية HTML"
"Brand Image","صورة العلامة التجارية"
"Brand Logo","شعار العلامة التجارية"
"Brand is what appears on the top-left of the toolbar. If it is an image, make sure it
has a transparent background and use the &lt;img /&gt; tag. Keep size as 200px x 30px",""
"Breadcrumbs","مسار التصفح"
"Browse by category","تصفح حسب الفئة"
"Browser","المستعرض"
"Browser Version","إصدار المستعرض"
"Browser not supported","المتصفح غير مدعوم"
"Brute Force Security","القوة الغاشمة للأمن"
"Bucket Name","اسم الجرافة"
"Bucket {0} not found.","لم يتم العثور على الحاوية {0}."
"Bufferpool Size","حجم تجمع المخزن المؤقت"
"Build","إنشاء"
"Build your own reports, print formats, and dashboards. Create personalized workspaces for easier navigation","قم ببناء تقاريرك الخاصة وتنسيقات الطباعة ولوحات المعلومات. أنشئ مساحات عمل مخصصة لتسهيل التنقل"
"Build {0}","إنشاء {0}"
"Built on {0}","مبني على {0}"
"Bulk Actions","إجراءات مجمعة"
"Bulk Delete","حذف بالجملة"
"Bulk Edit","تعديل مجمع"
"Bulk Edit {0}","تعديل بالجمله {0}"
"Bulk Operation Failed","فشلت العملية المجمعة"
"Bulk Operation Successful","نجحت العملية المجمعة"
"Bulk PDF Export","تصدير PDF مجمع"
"Bulk Update","تحديث بالجمله"
"Bulk approval only support up to 500 documents.","الموافقة المجمعة تدعم فقط ما يصل إلى 500 مستند."
"Bulk operation is enqueued in background.","تم وضع العملية المجمعة في قائمة الانتظار في الخلفية."
"Bulk operations only support up to 500 documents.","العمليات المجمعة تدعم فقط ما يصل إلى 500 مستند."
"Bulk {0} is enqueued in background.","تم وضع {0} المجمع في قائمة الانتظار في الخلفية."
"Button","زر"
"Button Gradients","تدرجات الزر"
"Button Rounded Corners","زوايا دائرية بأزرار"
"Button Shadows","ظلال الزر"
"By ""Naming Series"" field","حسب حقل ""سلسلة التسمية"""
"By default the title is used as meta title, adding a value here will override it.","بشكل افتراضي ، يتم استخدام العنوان كعنوان تعريف ، وستؤدي إضافة قيمة هنا إلى تجاوزه."
"By default, emails are only sent for failed backups.","افتراضيًا، يتم إرسال رسائل البريد الإلكتروني فقط للنسخ الاحتياطية الفاشلة."
"By fieldname","حسب اسم الحقل"
"By script","حسب البرنامج النصي"
"Bypass Restricted IP Address Check If Two Factor Auth Enabled","تحقق من تجاوز عنوان IP المقيد إذا تم تمكين مصادقة عاملين"
"Bypass Two Factor Auth for users who login from restricted IP Address","تجاوز اثنين عامل عامل للمستخدمين الذين تسجيل الدخول من عنوان إب مقيدة"
"Bypass restricted IP Address check If Two Factor Auth Enabled","تجاوز عنوان IP المحظور التحقق في حالة تمكين عامل عامل"
"C5E","C5E"
"CANCELLED","ملغي"
"CC","نسخة"
"CC","نسخة"
"CMD","الأمر"
"COLOR PICKER","منتقي الألوان"
"CSS","CSS"
"CSS Class","فئة CSS"
"CSS selector for the element you want to highlight.","محدد CSS للعنصر الذي تريد تمييزه."
"CSV","CSV"
"CTA Label","تسمية CTA"
"CTA URL","رابط الحث على اتخاذ إجراء (CTA)"
"Cache","ذاكرة التخزين المؤقت"
"Cache Cleared","تحديث الصفحة"
"Calculate","إحسب"
"Calendar","تقويم"
"Calendar Name","اسم التقويم"
"Calendar View","عرض التقويم"
"Call","أتصال"
"Call To Action","دعوة للعمل"
"Call To Action URL","عنوان URL للدعوة إلى العمل"
"Call to Action","الحث على اتخاذ إجراء"
"Callback Message","رسالة رد"
"Callback Title","عنوان رد الاتصال"
"Camera","الة تصوير"
"Campaign","الحملة"
"Campaign Description (Optional)","وصف الحملة (اختياري)"
"Can Read","يمكن القراءة"
"Can Share","يمكن المشاركة"
"Can Submit","يمكن الإرسال"
"Can Write","يمكن الكتابة"
"Can not rename as column {0} is already present on DocType.","لا يمكن إعادة التسمية لأن العمود {0} موجود بالفعل في نوع المستند."
"Can only change to/from Autoincrement naming rule when there is no data in the doctype","يمكن فقط التغيير إلى/من قاعدة تسمية الزيادة التلقائية عندما لا توجد بيانات في نوع المستند"
"Can only list down the document types which has been linked to the User document type.","يمكن فقط إدراج أنواع المستندات التي تم ربطها بنوع مستند المستخدم."
"Can't follow since changes are not tracked.","لا يمكن المتابعة لأن التغييرات لا يتم تتبعها."
"Can't rename {0} to {1} because {0} doesn't exist.","لا يمكن إعادة تسمية {0} إلى {1} لأن {0} غير موجود."
"Cancel","إلغاء"
"Cancel","إلغاء"
"Cancel","إلغاء"
"Cancel All","إلغاء الكل"
"Cancel All Documents","الغاء جميع الوثائق"
"Cancel Scheduling","إلغاء الجدولة"
"Cancel {0} documents?","إلغاء {0} وثائق؟"
"Cancelled","ملغي"
"Cancelled Document restored as Draft","تم استعادة المستند الملغى كمسودة"
"Cancelling","إلغاء"
"Cancelling documents","إلغاء الوثائق"
"Cancelling {0}","الغاء {0}"
"Cannot Download Report due to insufficient permissions","لا يمكن تنزيل التقرير بسبب عدم كفاية الأذونات"
"Cannot Fetch Values","لا يمكن جلب القيم"
"Cannot Remove","لا يمكن إزالة"
"Cannot Update After Submit","لا يمكن التحديث بعد الإرسال"
"Cannot access file path {0}","لا يمكن الوصول إلى مسار الملف {0}"
"Cannot cancel before submitting while transitioning from <b>{0} State</b> to <b>{1} State</b>","لا يمكن الإلغاء قبل الإرسال أثناء الانتقال من <b>حالة {0}</b> إلى <b>حالة {1}</b>"
"Cannot cancel before submitting. See Transition {0}","لا يمكن الإلغاء قبل الإرسال. انظر الانتقال {0}"
"Cannot cancel {0}.","لا يمكن إلغاء {0}."
"Cannot change docstatus from 0 (Draft) to 2 (Cancelled)","لا يمكن تغيير حالة المستند من 0 (مسودة) إلى 2 (ملغى)"
"Cannot change docstatus from 1 (Submitted) to 0 (Draft)","لا يمكن تغيير حالة المستند من 1 (مرسل) إلى 0 (مسودة)"
"Cannot change state of Cancelled Document <b>({0} State)</b>","لا يمكن تغيير حالة المستند الملغى <b>(حالة {0})</b>"
"Cannot change state of Cancelled Document. Transition row {0}","لا يمكن تغيير حالة الوثيقة ملغاة ."
"Cannot change to/from autoincrement autoname in Customize Form","لا يمكن التغيير إلى/من اسم تلقائي ذي زيادة تلقائية في تخصيص النموذج"
"Cannot create a {0} against a child document: {1}","لا يمكن إنشاء {0} ضد مستند طفل: {1}"
"Cannot create private workspace of other users","لا يمكن إنشاء مساحة عمل خاصة لمستخدمين آخرين"
"Cannot delete Home and Attachments folders","لا يمكن حذف المجلدات الرئيسية والمرفقات"
"Cannot delete or cancel because {0} {1} is linked with {2} {3} {4}","لا يمكن حذف أو إلغاء لأن {0} {1} مرتبط مع {2} {3} {4}"
"Cannot delete standard action. You can hide it if you want","لا يمكن حذف الإجراء القياسي. يمكنك إخفاء ذلك إذا كنت تريد"
"Cannot delete standard document state.","لا يمكن حذف حالة المستند القياسية."
"Cannot delete standard field <strong>{0}</strong>. You can hide it instead.","لا يمكن حذف الحقل القياسي <strong>{0}</strong>. يمكنك إخفاؤه بدلاً من ذلك."
"Cannot delete standard field. You can hide it if you want","لا يمكن حذف الحقل القياسي. يمكنك إخفاؤه إذا أردت"
"Cannot delete standard link. You can hide it if you want","لا يمكن حذف الارتباط القياسي. يمكنك إخفاء ذلك إذا كنت تريد"
"Cannot delete system generated field <strong>{0}</strong>. You can hide it instead.","لا يمكن حذف الحقل الذي أنشأه النظام <strong>{0}</strong>. يمكنك إخفاؤه بدلاً من ذلك."
"Cannot delete {0}","لا يمكن حذف {0}"
"Cannot delete {0} as it has child nodes","لا يمكن حذف {0} لأن لديها عُقد تابعة"
"Cannot edit Standard Dashboards","لا يمكن تعديل لوحات المعلومات القياسية"
"Cannot edit Standard Notification. To edit, please disable this and duplicate it","لا يمكن تحرير الإشعار القياسي. للتعديل ، يرجى تعطيله وتكراره"
"Cannot edit Standard charts","لا يمكن تعديل المخططات القياسية"
"Cannot edit a standard report. Please duplicate and create a new report","لا يمكنك التعديل على التقارير القياسية. يرجى نسخ التقريرالقياسي و  التعديل على النسخة الجديدة"
"Cannot edit cancelled document","لا يمكنك التعديل على وثيقة ملغية"
"Cannot edit filters for standard charts","لا يمكن تحرير عوامل التصفية للمخططات القياسية"
"Cannot edit filters for standard number cards","لا يمكن تعديل عوامل التصفية لبطاقات الأرقام القياسية"
"Cannot edit standard fields","لا تستطيع تعديل الحقول القياسية"
"Cannot enable {0} for a non-submittable doctype","لا يمكن تمكين {0} لنوع مستند غير قابل للإرسال"
"Cannot find file {} on disk","لا يمكن العثور على الملف {} على القرص"
"Cannot get file contents of a Folder","لا يمكن الحصول على محتويات ملف مجلد"
"Cannot have multiple printers mapped to a single print format.","لا يمكن تعيين طابعات متعددة على تنسيق طباعة واحد."
"Cannot import table with more than 5000 rows.","لا يمكن استيراد جدول يحتوي على أكثر من 5000 صف."
"Cannot link cancelled document: {0}","لا يمكن ربط وثيقة إلغاء: {0}"
"Cannot map because following condition fails:","لا يمكن التعيين لأن الشرط التالي يفشل:"
"Cannot match column {0} with any field","لا يمكن مطابقة العمود {0} بأي حقل"
"Cannot move row","لا يمكن نقل الصف"
"Cannot remove ID field","لا يمكن إزالة معرف الحقل"
"Cannot set 'Report' permission if 'Only If Creator' permission is set","لا يمكن تعيين إذن ""التقرير"" إذا تم تعيين إذن ""فقط إذا كان المنشئ"""
"Cannot set Notification with event {0} on Document Type {1}","لا يمكن تعيين إشعار بالحدث {0} على نوع المستند {1}"
"Cannot share {0} with submit permission as the doctype {1} is not submittable","لا يمكن مشاركة {0} بإذن الإرسال لأن نوع المستند {1} غير قابل للإرسال"
"Cannot submit {0}.","لا يمكن إرسال {0}."
"Cannot update {0}","لا يمكن تحديث {0}"
"Cannot use sub-query in order by","لا يمكن استخدام طلب البحث الفرعي بالترتيب"
"Cannot use {0} in order/group by","لا يمكن استخدام {0} في ترتيب/تجميع حسب"
"Cannot {0} {1}.","لا يمكن {0} {1}."
"Capitalization doesn't help very much.","القيمة لا يساعد كثيرا جدا."
"Capture","التقاط"
"Card","بطاقة"
"Card Break","فاصل بطاقة"
"Card Label","ملصق البطاقة"
"Card Links","روابط البطاقات"
"Cards","بطاقات"
"Category","فئة"
"Category Description","وصف الفئة"
"Category Name","اسم التصنيف"
"Cent","سنت"
"Center","مركز"
"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","بعض المستندات، مثل الفاتورة، لا يجب تغييرها بمجرد أن تصبح نهائية. الحالة النهائية لمثل هذه المستندات تسمى ""مرسلة"". يمكنك تقييد الأدوار التي يمكنها الإرسال."
"Chain Integrity","سلامة السلسلة"
"Chaining Hash","تسلسل هاش"
"Change","تغيير"
"Change","تغيير"
"Change Image","تغيير الصورة"
"Change Label (via Custom Translation)","تغيير التسمية (عبر الترجمة المخصصة)"
"Change Letter Head","تغيير ترويسة الخطاب"
"Change Password","تغيير كلمة المرور"
"Change Print Format","تغيير تنسيق الطباعة"
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","تغيير رقم التسلسل المبدئي / الحالي لسلسلة موجودة. <br>

تحذير: التحديث غير الصحيح للعدادات يمكن أن يمنع إنشاء المستندات. "
"Changed at","تم التغيير في"
"Changed by","تم التغيير بواسطة"
"Changelog Feed","موجز سجل التغييرات"
"Changes","التغييرات"
"Changing any setting will reflect on all the email accounts associated with this domain.","سيؤثر تغيير أي إعداد على جميع حسابات البريد الإلكتروني المرتبطة بهذا النطاق."
"Changing rounding method on site with data can result in unexpected behaviour.","تغيير طريقة التقريب على موقع يحتوي على بيانات قد يؤدي إلى سلوك غير متوقع."
"Channel","قناة"
"Chart","مخطط"
"Chart Configuration","تكوين الرسم البياني"
"Chart Name","اسم المخطط"
"Chart Options","خيارات الرسم البياني"
"Chart Source","مصدر الرسم البياني"
"Chart Type","نوع الرسم البياني"
"Charts","الرسوم البيانية"
"Chat","الدردشة"
"Check","التحقق من"
"Check Request URL","تحقق من عنوان الرابط المطلوب"
"Check broken links","فحص الروابط المعطلة"
"Check columns to select, drag to set order.","حدد الأعمدة للاختيار، اسحب لتعيين الترتيب."
"Check the Error Log for more information: {0}","تحقق من سجل الأخطاء لمزيد من المعلومات: {0}"
"Check this if you don't want users to sign up for an account on your site. Users won't get desk access unless you explicitly provide it.","تحقق من هذا إذا كنت لا تريد أن يقوم المستخدمون بالتسجيل للحصول على حساب على موقعك. لن يتمكن المستخدمون من الوصول إلى المكتب ما لم تقدمه صراحةً."
"Check this if you want to force the user to select a series before saving. There will be no default if you check this.","التحقق من ذلك إذا كنت تريد لإجبار المستخدم لتحديد سلسلة قبل الحفظ. لن يكون هناك الافتراضي إذا قمت بتحديد هذا."
"Checking broken links...","يتم فحص الروابط المعطلة..."
"Checking one moment","فحص لحظة واحدة"
"Checking this will enable tracking page views for blogs, web pages, etc.","سيؤدي التحقق من ذلك إلى تمكين تتبع مشاهدات الصفحة للمدونات وصفحات الويب وما إلى ذلك."
"Checking this will hide custom doctypes and reports cards in Links section","سيؤدي تحديد هذا إلى إخفاء نماذج المستندات المخصصة وبطاقات التقارير في قسم الروابط"
"Checking this will publish the page on your website and it'll be visible to everyone.","سيؤدي التحقق من ذلك إلى نشر الصفحة على موقع الويب الخاص بك وستكون مرئية للجميع."
"Checking this will show a text area where you can write custom javascript that will run on this page.","سيؤدي التحقق من هذا إلى إظهار منطقة نصية حيث يمكنك كتابة جافا سكريبت مخصص سيتم تشغيله على هذه الصفحة."
"Checksum Version","إصدار المجموع الاختباري"
"Child DocTypes are not allowed","أنواع المستندات الفرعية غير مسموح بها"
"Child Doctype","نوع المستند الفرعي"
"Child Table {0} for field {1}","جدول فرعي {0} للحقل {1}"
"Child Tables are shown as a Grid in other DocTypes","يتم عرض الجداول الفرعية كشبكة في DocTypes الأخرى"
"Choose Existing Card or create New Card","اختر بطاقة موجودة أو أنشئ بطاقة جديدة"
"Choose a block or continue typing","اختر كتلة أو استمر في الكتابة"
"Choose a color","اختر لوناً"
"Choose an icon","اختر أيقونة"
"Choose authentication method to be used by all users","اختر طريقة المصادقة لاستخدامها من قبل جميع المستخدمين"
"City","مدينة"
"City/Town","المدينة / البلدة"
"Clear","مسح"
"Clear & Add Template","مسح وإضافة قالب"
"Clear & Add template","مسح وإضافة قالب"
"Clear Assignment","إلغاء التعيين"
"Clear Cache and Reload","مسح ذاكرة التخزين المؤقت وتحديث"
"Clear Error Logs","مسح سجلات سجلات الاخطاء"
"Clear Filters","مسح المرشحات"
"Clear Logs After (days)","مسح السجلات بعد (أيام)"
"Clear User Permissions","مسح أذونات المستخدم"
"Clear the email message and add the template","مسح رسالة البريد الإلكتروني وإضافة القالب"
"Clearing end date, as it cannot be in the past for published pages.","تاريخ انتهاء المقاصة ، لأنه لا يمكن أن يكون في الماضي للصفحات المنشورة."
"Click On Customize to add your first widget","انقر على تخصيص لإضافة أول ودجت لك"
"Click here","انقر هنا"
"Click here to verify","انقر هنا للتأكيد"
"Click on <b>Authorize Google Drive Access</b> to authorize Google Drive Access.","انقر فوق <b>السماح لـ Google Drive Access</b> بتخويل <b>الوصول</b> إلى Google Drive."
"Click on a file to select it.","انقر على ملف لتحديده."
"Click on the button to log in to {0}","انقر على الزر لتسجيل الدخول إلى {0}"
"Click on the link below to approve the request","انقر على الرابط أدناه للموافقة على الطلب"
"Click on the link below to complete your registration and set a new password","انقر على الرابط أدناه لإكمال التسجيل وتعيين كلمة مرور جديدة"
"Click on the link below to download your data","انقر على الرابط أدناه لتنزيل بياناتك"
"Click on the link below to verify your request","انقر على الرابط أدناه للتحقق من طلبك"
"Click on {0} to generate Refresh Token.","انقر فوق {0} لإنشاء تحديث الرمز المميز."
"Click table to edit","انقر الجدول لتعديل"
"Click to Set Dynamic Filters","انقر لتعيين المرشحات الديناميكية"
"Click to Set Filters","انقر لتعيين المرشحات"
"Click to sort by {0}","انقر للفرز حسب {0}"
"Clicked","النقر"
"Client","عميل"
"Client Code","رمز العميل"
"Client Credentials","وثائق تفويض العميل"
"Client ID","رمز العميل"
"Client Id","معرّف العميل"
"Client Information","معلومات العميل"
"Client Script","العميل النصي"
"Client Secret","سر العميل"
"Client URLs","الروابط للعميل"
"Client script","سكريبت العميل"
"Close","أغلق"
"Close Condition","أغلق الشرط"
"Close properties","إغلاق الخصائص"
"Closed","مغلق"
"Cmd+Enter to add comment","Cmd+Enter لإضافة تعليق"
"Code","رمز"
"Code Challenge","تحدي الرمز"
"Code Editor Type","نوع محرر الأكواد"
"Code challenge method","طريقة تحدي الرمز"
"Collapse","انهيار"
"Collapse","انهيار"
"Collapse All","انهيار جميع"
"Collapsible","للطي"
"Collapsible Depends On","الضم يعتمد على"
"Collapsible Depends On (JS)","قابل للطي يعتمد على (JS)"
"Color","اللون"
"Column","عمود"
"Column 1","العمود 1"
"Column 2","العمود 2"
"Column <b>{0}</b> already exist.","عمود <b>{0}</b> موجودة بالفعل."
"Column Break","فاصل عمودي"
"Column Labels:","تسميات العمود:"
"Column Name","اسم العمود"
"Column Name cannot be empty","اسم العمود لا يمكن أن يكون فارغا\
<br>\
Column Name cannot be empty"
"Column Width","عرض العمود"
"Column width cannot be zero.","عرض العمود لا يمكن أن يكون صفراً."
"Column {0}","العمود {0}"
"Columns","الأعمدة"
"Columns / Fields","الأعمدة / الحقول"
"Columns based on","أعمدة بناء على"
"Combination of Grant Type (<code>{0}</code>) and Response Type (<code>{1}</code>) not allowed","الجمع بين نوع المنحة ( <code>{0}</code> ) ونوع الاستجابة ( <code>{1}</code> ) غير مسموح به"
"Comm10E","Comm10E"
"Comment","تعليق"
"Comment By","تعليق من جانب"
"Comment Email","تعليق البريد الإلكتروني"
"Comment Type","تعليق نوع"
"Comment can only be edited by the owner","لا يمكن تعديل التعليق إلا بواسطة المالك"
"Comment limit","حد التعليقات"
"Comment limit per hour","حد التعليقات في الساعة"
"Comment publicity can only be updated by the original author or a System Manager.","لا يمكن تحديث علنية التعليق إلا من قبل المؤلف الأصلي أو مدير النظام."
"Comments","تعليقات"
"Comments and Communications will be associated with this linked document","سيتم ربط التعليقات والاتصالات مع هذه الوثيقة مرتبطة"
"Comments cannot have links or email addresses","لا يمكن أن تحتوي التعليقات على روابط أو عناوين بريد إلكتروني"
"Commercial Rounding","تقريب تجاري"
"Commit","ارتكب"
"Committed","منفّذ"
"Common names and surnames are easy to guess.","الأسماء الشائعة والألقاب سهلة التخمين."
"Communication","الاتصالات"
"Communication Link","حلقة اتصال"
"Communication Logs","سجلات الاتصالات"
"Communication Type","نوع الإتصال"
"Communication secret not set","سر الاتصال غير معين"
"Company History","نبذة عن تاريخ الشركة"
"Company Introduction","مقدمة الشركة"
"Company Name","اسم الشركة"
"Compare Versions","مقارنة الإصدارات"
"Compilation warning","تحذير تجميع"
"Compiled Successfully","جمعت بنجاح"
"Complete","إكمال"
"Complete By","الكامل من جانب"
"Complete Registration","أكمال التسجيل"
"Complete Setup","إكمال الإعداد"
"Completed","مكتمل"
"Completed By Role","أكمل بواسطة الدور"
"Completed By User","أكمل بواسطة المستخدم"
"Component","مكون"
"Compose Email","كتابة رسالة الكترونية"
"Compressed","مضغوط"
"Condition","الشرط"
"Condition JSON","شرط JSON"
"Condition description","وصف الشرط"
"Conditions","الشروط"
"Configuration","الإعدادات"
"Configure Chart","تكوين المخطط"
"Configure Columns","تهيئة الأعمدة"
"Configure Recorder","تهيئة المسجل"
"Configure columns for {0}","تهيئة الأعمدة لـ {0}"
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","تهيئة كيفية تسمية المستندات المعدلة.<br>

السلوك الافتراضي هو اتباع عداد تعديل يضيف رقمًا إلى نهاية الاسم الأصلي للإشارة إلى الإصدار المعدل. <br>

التسمية الافتراضية ستجعل المستند المعدل يتصرف تمامًا مثل المستندات الجديدة."
"Configure various aspects of how document naming works like naming series, current counter.","تهيئة جوانب مختلفة لكيفية عمل تسمية المستندات مثل سلسلة التسمية، العداد الحالي."
"Confirm","أكد"
"Confirm","أكد"
"Confirm Access","تأكيد الوصول"
"Confirm Deletion of Account","تأكيد حذف الحساب"
"Confirm New Password","تأكيد كلمة المرور الجديدة"
"Confirm Password","تأكيد كلمة المرور"
"Confirm Request","تأكيد الطلب"
"Confirm Your Email","تأكيد البريد الإلكتروني الخاص بك"
"Confirmation Email Template","نموذج البريد الإلكتروني للتأكيد"
"Confirmed","مؤكد"
"Congratulations on completing the module setup. If you want to learn more you can refer to the documentation <a target=""_blank"" href=""{0}"">here</a>.","تهانينا على إكمال إعداد الوحدة. إذا كنت ترغب في معرفة المزيد، يمكنك الرجوع إلى الوثائق <a target=""_blank"" href=""{0}"">هنا</a>."
"Connect to {}","اتصال بـ {}"
"Connected App","التطبيق المتصل"
"Connected User","المستخدم المتصل"
"Connected to QZ Tray!","متصلا علبة QZ!"
"Connection Lost","فُقد الاتصال"
"Connection Success","نجاح الاتصال"
"Connection lost. Some features might not work.","فقد الاتصال، بعض الميزات قد لا تعمل."
"Connections","الاتصالات"
"Console","وحدة التحكم"
"Console Log","سجل وحدة التحكم"
"Console Logs can not be deleted","لا يمكن حذف سجلات وحدة التحكم"
"Constraints","القيود"
"Contact","اتصال"
"Contact Details","تفاصيل الاتصال"
"Contact Email","عنوان البريد الإلكتروني"
"Contact Numbers","ارقام التواصل"
"Contact Phone","هاتف الاتصال"
"Contact Synced with Google Contacts.","الاتصال متزامنة مع جهات اتصال Google."
"Contact Us","اتصل بنا"
"Contact Us Settings","إعدادات الاتصال بنا"
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","خيارات الاتصال، مثل &quot;الاستعلام المبيعات والدعم الاستعلام&quot; الخ كل على سطر جديد أو مفصولة بفواصل."
"Contains {0} security fix","يحتوي على {0} إصلاح أمني"
"Contains {0} security fixes","يحتوي على {0} إصلاحات أمنية"
"Content","محتوى"
"Content (HTML)","المحتوى (HTML)"
"Content (Markdown)","المحتوى (تخفيض السعر)"
"Content Hash","تجزئة المحتوى"
"Content Type","نوع المحتوى"
"Content data shoud be a list","بيانات المحتوى يجب أن تكون قائمة"
"Content type for building the page","نوع المحتوى لبناء الصفحة"
"Context","سياق الكلام"
"Context Script","سيناريو السياق"
"Continue","استمر"
"Contributed","ساهم"
"Contribution Document Name","اسم وثيقة المساهمة"
"Contribution Status","حالة المساهمة"
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","يتحكم فيما إذا كان بإمكان المستخدمين الجدد التسجيل باستخدام مفتاح تسجيل الدخول الاجتماعي هذا. إذا لم يتم تعيينه، يتم احترام إعدادات الموقع."
"Copied to clipboard.","نسخ إلى الحافظة."
"Copy Link","نسخ الرابط"
"Copy embed code","نسخ كود التضمين"
